;RowNum,LocalDate,LocalTime,{[MW]AIT_BR_001_ACT},{[MW]AIT_DS_001_ACT},{[MW]CT_BR_001_ACT},{[MW]CT_BR_002_ACT},{[MW]CT_BR_003_ACT},{[MW]CT_PR_001_ACT},{[MW]CT_DS_001_ACT},{[MW]CT_DS_002_ACT},{[MW]CT_DS_003_ACT},{[MW]CT_DS_004_ACT},{[MW]CT_DS_005_ACT},{[MW]CT_DS_006_ACT},{[MW]FIT_BR_001_ACT},{[MW]FIT_BR_002_ACT},{[MW]FIT_BR_003_ACT},{[MW]FIT_DS_001_ACT},{[MW]FIT_DS_003_ACT},{[MW]FIT_DS_004_ACT},{[MW]FIT_DS_005_ACT},{[MW]FIT_DS_006_ACT},{[MW]FIT_DS_007_ACT},{[MW]FIT_PR_001_ACT},{[MW]PT_BR_001_ACT},{[MW]PIT_BR_002_ACT},{[MW]PT_DS_001_ACT},{[MW]PIT_DS_002_ACT},{[MW]PT_DS_003_ACT},{[MW]PT_DS_004_ACT},{[MW]PT_DS_005_ACT},{[MW]PIT_DS_006_ACT},{[MW]PT_DS_007_ACT},{[MW]PT_DS_008_ACT},{[MW]TT_BR_001_ACT},{[MW]TT_DS_001_ACT},{[MW]TT_DS_002_ACT},{[MW]PMP_BR_002_ACT},{[MW]PMP_DS_002_ACT},{[MW]PMP_DS_004_ACT},{[MW]OARO1_Recovery},{[MW]OARO1_DrawDP},{[MW]OARO1_FeedDP},{[MW]OARO1_TMPRESS},{[MW]OARO2_Recovery},{[MW]OARO2_DrawDP},{[MW]OARO2_FeedDP},{[MW]OARO2_TMPRESS},{[MW]RO_Recovery},{[MW]RO_DP},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,11/25/2016,13:52:52,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.54,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.01,-0.01,-25.08,-50.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,11/25/2016,13:52:53,8.23,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.01,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.54,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.01,-0.01,-25.08,-1600.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,11/25/2016,13:52:54,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.07,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.54,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.01,-0.01,-25.08,-1680.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,11/25/2016,13:52:55,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,540.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,11/25/2016,13:52:56,8.23,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.00,-0.01,-25.08,1660.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,11/25/2016,13:52:57,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.00,-0.01,-25.08,710.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,11/25/2016,13:52:58,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,180.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,11/25/2016,13:52:59,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-82.29,-0.01,-0.01,-25.07,50.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,11/25/2016,13:53:00,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-82.29,-0.00,-0.01,-25.07,-20.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,11/25/2016,13:53:01,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,120.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,11/25/2016,13:53:02,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.01,-0.01,-25.08,650.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,11/25/2016,13:53:03,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.01,-0.00,-25.09,-25.08,-0.09,0.09,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.07,260.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,11/25/2016,13:53:04,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.07,40.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,11/25/2016,13:53:05,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,-10.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,11/25/2016,13:53:06,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.10,-82.29,-0.00,-0.01,-25.07,-30.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,11/25/2016,13:53:07,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.08,180.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,11/25/2016,13:53:08,8.23,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.03,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,850.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,11/25/2016,13:53:09,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.08,210.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,11/25/2016,13:53:10,8.23,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.08,70.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,11/25/2016,13:53:11,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,-10.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,11/25/2016,13:53:12,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.08,-30.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,11/25/2016,13:53:13,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,-40.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,11/25/2016,13:53:14,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.00,-0.01,-25.08,-50.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,11/25/2016,13:53:15,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.81,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.00,-0.01,-25.08,730.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,11/25/2016,13:53:16,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.09,0.09,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.07,300.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,11/25/2016,13:53:17,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.07,50.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,11/25/2016,13:53:18,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.08,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,11/25/2016,13:53:19,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.04,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.08,1170.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,11/25/2016,13:53:20,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.84,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,490.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,11/25/2016,13:53:24,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.05,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,1500.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,11/25/2016,13:53:25,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.05,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,1500.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,11/25/2016,13:53:26,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.00,-25.09,-25.08,-0.09,0.09,25.84,27.12,25.55,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,0.00,-0.01,-25.08,10.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,11/25/2016,13:53:27,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.09,0.08,25.84,27.12,25.56,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.07,-30.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,11/25/2016,13:53:28,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,0.00,-0.01,-25.09,-25.08,-0.09,0.08,25.84,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.01,-0.01,-25.08,280.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,11/25/2016,13:53:29,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.06,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,-0.00,-0.01,-25.08,1690.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,11/25/2016,13:53:30,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.02,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.18,0.00,0.09,-82.29,-0.00,-0.01,-25.07,670.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,11/25/2016,13:53:31,8.23,173.97,-127.96,4.88,-0.23,-1.24,12.21,18.50,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.07,-0.01,-0.00,-25.09,-25.08,-0.10,0.08,25.82,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.19,0.00,0.10,-82.29,-0.01,-0.01,-25.07,270.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,11/25/2016,13:53:32,8.23,174.19,-127.96,4.88,-0.23,-1.24,12.21,18.54,-0.08,5.15,0.00,0.50,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-25.06,-25.06,-0.00,-0.00,-25.09,-25.08,-0.09,0.08,25.82,27.12,25.57,-25.06,-25.06,-25.07,1.#T,-0.17,0.00,0.09,-82.29,0.00,-0.01,-25.08,50.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
